Directory,Org/Person Name,Org/Person DBA,Org/Person Sort Name,Org Number,Status,Organization/Person Type,Org/Person Main Category,Listing Type,Employer,Org ID,Listing ID,Listing Comments,Listing Internet Comments,Same As Listing Comments,Listing Category,Listing Address 1,Listing Address 2,Listing Address 3,Listing Zip/Postal Code,Listing City,Listing State/Province,Listing Country,Listing Phone 1,Listing Phone 1 Ext,Listing Fax,Listing Fax Ext,Listing Fax Long Distance,Listing Toll,Listing Toll Ext,Listing Url,Listing Email,Listing Facebook,Listing Twitter,Listing Linked In,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Zip/Postal,Mailing City,Mailing State/Province,Mailing Country,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Org/Person NAICS,Sponsor,Total Employees,Total Part Time Employees,Total Full Time Employees,Joined Date,Began Business Date,Org/Person Group Insurance,Org/Person Effective Date,Org/Person Group Term Date,Org/Person Branch,Org/Person Type of Business,Org/Person Board Approval Date,Org/Person New Member Pkg. Mailed,Org/Person Appeared in Briefs,Org/Person Merchant Services,Org/Person Confirmation Date,Org/Person Main reason for joining,Org/Person Main reason for joining,Org/Person Conf. Date,Org/Person Home Insurance,Org/Person Home Effective Date,Org/Person Home Term Date,Org/Person Esso Account #,Org/Person Auto Insurance,Org/Person Auto Effective Date,Org/Person Auto Term Date,Org/Person Welcome Email Sent,Org/Person FIRM #/name,Org/Person Petro Account #,Org/Person Logo Use,Org/Person Reps,Person/Employee Chair Term,Organization Sector,Organization Business Type,Organization Member Type,Organization Dues Category,Organization Designated Reps,Organization Program(s),Person/Employee Status,Person/Employee Level,Person/Employee Designation,Main Contact Prefix,Main Contact First Name,Main Contact Initial,Main Contact Last Name,Main Contact Suffix,Main Contact Title,Main Contact Position,Main Contact Email,Main Contact Salutation,Main Contact Formal Salutation,Special Offer,Special Offer Expires,Special Offer Begin,Special Offer End,Main Listing Contact Prefix,Main Listing Contact First Name,Main Listing Contact Initial,Main Listing Contact Last Name,Main Listing Contact Suffix,Main Listing Contact Title,Main Listing Contact Position,Main Listing Contact Comments,Main Listing Contact Internet Comments,Main Listing Contact Same As Comments,Main Listing Contact Category,Main Listing Contact Address 1,Main Listing Contact Address 2,Main Listing Contact Address 3,Main Listing Contact Zip/Postal Code,Main Listing Contact City,Main Listing Contact State/Province,Main Listing Contact Country,Main Listing Contact Phone 1,Main Listing Contact Phone 1 Ext,Main Listing Contact Fax,Main Listing Contact Fax Ext,Main Listing Contact Fax Long Distance,Main Listing Contact Toll,Main Listing Contact Toll Ext,Main Listing Contact Url,Main Listing Contact Email,Main Listing Contact Facebook,Main Listing Contact Twitter,Main Listing Contact Linked In,Main Listing Contact Org ID,Main Listing Contact Listing ID,OrgCnt,CatCnt
Temporary Directory,Running Flat Ltd.,Running Flat,Running Flat,5801,Active,Member,Endurance Fundraising,Org,,28233,18225,,,Y,Endurance Fundraising,430 Lakewood Beach Drive,,,N9V 2Y8,Amherstburg,Ontario,Canada,(519) 980-5440,,,,N,,,http://www.runningflat.com,chris@runningflat.com,,,,430 Lakewood Beach Drive,,,N9V 2Y8,Amherstburg,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,3/17/2014,8/1/2010,Whiston - 11595,,Oct-14,,,March 24 2014,,,,,"Discounts, Marketing/Advertising, Networking",,,,,,,,,,March 25 2014,,,,0,,Entertainment/Recreation,Corporation,Associate,A (1-5 employees),,Group Benefits - Whiston,,,,Mr.,Chris,,Uszynski,,Race Director/Founder,ASSOCIATE REP (non-voting),chris@runningflat.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,
Temporary Directory,RWDI Air Inc.,RWDI,RWDI,5607,Active,Member,Environmental Consultants & Services,Org,,5279,17644,,,Y,,4510 Rhodes Drive,Unit 520,,N8W 5K5,Windsor,Ontario,Canada,(519) 974-7384,,(519) 974-5175,,N,,,http://www.rwdi.com,solutions@rwdi.com,,,,4510 Rhodes Drive,Unit 520,,N8W 5K5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541620,,4,0,4,7/20/2011,1/1/1972,,,,,,August 10 2011,September 20 2011,,,,"Events/Committees, Networking",,,,,,,,,,August 10 2011,,,,0,,,Corporation,General,A (1-5 employees),One,,,,,Mr.,Philippe,E.,Janisse,,Technical,DESIGNATED VOTING REP.,philippe.janisse@rwdi.com,Philippe,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,
Temporary Directory,Safeguard Security Inc.,Safeguard,Safeguard,5767,Active,Member,Security Services,Org,,27130,18130,,,Y,Security Services,1520 Lesperance Road,,,N8N 1Y1,Tecumseh,Ontario,Canada,(519) 735-0202,,(519) 735-0599,,N,(866) 900-0205,,http://www.safeguardyourself.ca,ffazio@safeguardyourself.ca,,,,1520 Lesperance Road,,,N8N 1Y1,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,7,10/24/2013,1/1/2005,,,,,,October 28 2013,,,,,"TD Merchant Services, Networking",,,,,,,,,,October 312013,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,,,,,Mr.,Frank,,Fazio,,CEO/President,DESIGNATED VOTING REP.,ffazio@safeguardyourself.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,
Temporary Directory,The Governing Council of The Salvation Army in Canada,The Salvation Army,"Salvation Army, The",5668,Active,Member,Non-Profit,Org,,23402,17775,,,Y,Non-Profit,355 Church Street,,,N9A 7G9,Windsor,Ontario,Canada,(519) 253-7473,,(519) 253-7478,,N,(866) 685-4600,,http://www.salvationarmywindsor.ca,perron_goodyear@can.salvationarmy.org,http://www.facebook.com/TSALondonOntario,http://@TSAWindsor,,371 King Street,,,N6B 1S4,London,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1/30/2012,,,,,,,Feb 27 2012,,March/April 2012,,,Networking,,,,,,,,,,Feb 28 2012,,,received,0,,Professional,Corporation,Organization,Non Profit/Charity,One,,,,,Mr.,Perron,S,Goodyear,,Public Relations & Development Representative,DESIGNATED VOTING REP.,perron_goodyear@can.salvationarmy.org,,,,N,,,Mr.,Perron,S,Goodyear,,Public Relations & Development Representative,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,586,
Temporary Directory,Troup Group Inc. o/a The Sandbar Waterfront Grill,"Sandbar Waterfront Grill, The","Sandbar Waterfront Grill, The",3881,Active,Member,Restaurants,Org,,4294,12571,,,Y,Restaurants,930 Old Tecumseh Road,,,N0R 1A0,Belle River,Ontario,Canada,(519) 979-5624,,(519) 974-7535,,N,,,http://www.sandbarpuce.com,rtroup@troupgroup.com,,,,242 Lauzon Road,Unit 202,,N8S 3L6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,2,6/27/2003,6/25/2003,,,,,,,,,,,,,,,,,,,,,,,,,0,,Hospitality,Corporation,General,B (6-15 employees),One,Office Supplies,,,,Mr.,Robert,,Troup,,Owner,DESIGNATED VOTING REP.,rtroup@troupgroup.com,Robert,,,N,,,Mr.,Robert,,Troup,,Owner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,587,
Temporary Directory,Savvy Boutique Inc.,Savvy Boutique Inc.,Savvy Boutique Inc.,3846,Active,Member,Clothing & Accessories - Women's,Org,,4202,12524,,,Y,Clothing & Accessories - Women's,"25 Amy Croft, Unit 13A",St. Clair Shores Shopping Center,,N9K 1C7,Lakeshore,Ontario,Canada,(519) 735-9643,,(519) 735-9054,,N,,,http://www.savvyboutiqueclothing.com,savvyboutiqueinfo@gmail.com,,,,"25 Amy Croft, Unit 13A",St. Clair Shores Shopping Center,,N9K 1C7,Lakeshore,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,5/23/2003,3/26/2003,,,,,,,,,,,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,A (1-5 employees),One,,,,,Ms.,Lisa,,Parete,,President,DESIGNATED VOTING REP.,lparete@mnsi.net,Lisa,,,N,,,Ms.,Lisa,,Parete,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,588,
Temporary Directory,Say it With a Wine,Say it With a Wine,Say it With a Wine,13588,Active,Member,"Liquor, Wine & Beer",Org,,28939,18289,,,Y,"Liquor, Wine & Beer",1407 Monty Street,,,N9J 0A9,LaSalle,Ontario,Canada,(519) 996-5732,,,,N,,,http://www.sayitwithawine.com,sayitwithawine@hotmail.com,https://www.facebook.com/pages/Say-It-With-A-Wine/150053125157181,https://twitter.com/SayitWithaWine,,1407 Monty Street,,,N9J 0A9,LaSalle,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,6/30/2014,4/1/2013,,,,,,13-Aug-14,25-Sep-14,Sept/Oct 2014 Issue,,,"Marketing/Advertising, Networking",,,,,,,,,,,,,,0,,Retail - Trade,Sole Proprietor,General,A (1-5 employees),One,,,,,Ms.,Nicole,,Best,,Owner,DESIGNATED VOTING REP.,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,
Temporary Directory,"Schukra of North America, A Division of Leggett & Platt Canada Co.","Schukra of North America, A Division of Leggett & Platt Canada Co.","Schukra of North America, A Division of Leggett & Platt Canada Co.",1392,Active,Member,Lumbar Support Systems,Org,,512,11288,,,Y,Lumbar Support Systems,360 Silvercreek Drive,RR #1,,N8N 4Y3,Tecumseh,Ontario,Canada,(519) 727-7000,,(519) 727-4175,,N,,,http://www.schukra.com,info@schukra.com,,,,360 Silvercreek Drive,RR #1,,N8N 4Y3,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,300,3/31/1993,3/31/1993,,,,,,,,,,,,,,,,,,# MAGD01,Aug-04,,David Magnante,,,,0,,Manufacturing,Corporation,General,F (201-400 employees),6,,,,,Mr.,Barry,,Jones,,President,DESIGNATED VOTING REP.,bjones@schukra.com,Barry,,,N,,,Mr.,Barry,,Jones,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,590,
Temporary Directory,The University of Western Ontario Schulich School of Medicine & Dentistry,Schulich School of Medicine & Dentistry,Schulich School of Medicine & Dentistry,5452,Active,Member,Associations & Organizations,Org,,20510,14258,,,N,,University of Windsor,Room 1100 Admin - Medical Education Building,401 Sunset Avenue,N9B 3P4,Windsor,Ontario,Canada,(519) 253-3000,,(519) 661-3797,,N,,,http://www.schulich.uwo.ca,schulichmedicine@uwindsor.ca,,,,University of Windsor,Room 1100 Admin - Medical Education Building,401 Sunset Avenue,N9B 3P4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,0,0,6/21/2010,6/1/1981,,,,,,June 28/10,July 13/10,,,,,,,,,,,,,,July 9/10,,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Dr.,Gerry,,Cooper,EdD,Associate Dean,DESIGNATED VOTING REP.,gcooper@uwindsor.ca,,,,N,,,Mr.,Dwayne,,Martins,,COO,,,,,,,,,,,,,,,,,,,,,,,,,,,591,
Temporary Directory,Scotia Mcleod Inc. Investment Dealers,Scotia Mcleod Inc. Investment Dealers,Scotia Mcleod Inc. Investment Dealers,437,Active,Member,Investment Dealers,Org,,178,14259,,,N,,"380 Ouellette Avenue, Suite 400",,,N9A 6X5,Windsor,Ontario,Canada,(519) 258-1050,,(519) 258-2303,,N,(800) 465-5978,,http://www.scotiawindsor.com,rachelle.trudell@scotiamcleod.com,,,,"380 Ouellette Avenue, Suite 400",,,N9A 6X5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Finance/Insurance,Corporation,General,C (16-50 employees),2,,,,,Mr.,David,,Macleod,,Manager,DESIGNATED VOTING REP.,david.macleod@scotiamcleod.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,
Temporary Directory,Scotiabank,Scotiabank,Scotiabank,42,Returning Member - Active,Member,Banks,Org,,15,10800,,,Y,Banks,"388 Ouellette Ave., 2nd Floor",P. O. Box 760,,N9A 6P1,Windsor,Ontario,Canada,(519) 973-5300,,(519) 973-5332,,N,,,http://www.scotiabank.com,terry.roman@scotiabank.com,,,,"388 Ouellette Ave., 2nd Floor",P. O. Box 760,,N9A 6P1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,70,1/1/1954,1/1/1954,,,,,,October 27 2014,,,,,,,,ARAUJ0,Jan-05,,,,,,,,,,0,,Finance/Insurance,Corporation,General,D (51-100 employees),3,,,,,Mr.,Terry,,Roman,,"Director & Market Lead, Commercial Banking",DESIGNATED VOTING REP.,terry.roman@scotiabank.com,,,,N,,,Mr.,Terry,,Roman,,"Director & Market Lead, Commercial Banking",DESIGNATED VOTING REP.,,,Y,Banks,"388 Ouellette Ave., 2nd Floor",P. O. Box 760,,N9A 6P1,Windsor,Ontario,Canada,(519) 973-5394,,(519) 973-5332,,N,(   )    -,,http://www.scotiabank.com,terry.roman@scotiabank.com,,,,23178,17938,593,
Temporary Directory,Sears Canada Inc.,Sears Home Service,Sears Home Service,3408,Returning Member - New,Member,Furniture & Accessories,Org,,3718,12069,,,Y,Furniture & Accessories,3051 Legacy Park Road,,,N8W 5S6,Windsor,Ontario,Canada,(519) 967-0121,,(519) 250-9787,,N,,,http://www.sears.ca,rishi.mahajan@sears.ca,,,,3051 Legacy Park Road,,,N8W 5S6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6,12,12/22/2014,9/18/1952,,,,,,,,,,,"mktg/advertising, networking",,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,B (6-15 employees),One,,,,,Mr.,Rishi,,Mahajan,,Store manager,DESIGNATED VOTING REP.,rishi.mahajan@sears.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,
Temporary Directory,Security ONE Alarm Systems Ltd.,Security ONE Alarm Systems Ltd.,Security One Alarm Systems Ltd.,3215,Active,Member,Security Equipment & Systems,Org,,3454,11841,,,Y,Security Equipment & Systems,200 Sherk Street,,,N8H 0A8,Leamington,Ontario,Canada,(519) 326-2020,,(519) 973-6124,,N,(800) 265-5317,,http://www.securityonealarm.com/,potton@securityonealarm.com,,,,200 Sherk Street,,,N8H 0A8,Leamington,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,10/27/2000,1/1/1997,Home & Auto Insurance,Mar-06,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,A (1-5 employees),One,"Fuel Discounts - Esso, Office Supplies",,,,Ms.,Patty,,Otton,,Office Manager,DESIGNATED VOTING REP.,potton@securityonealarm.com,Patty,,,N,,,Ms.,Patty,,Otton,,Office Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,595,
Temporary Directory,David Seeley Insurance Services,David Seeley Insurance Services,"Seeley, David, Insurance Services",1368,Active,Member,Insurance - Group,Org,,496,11294,,,Y,Insurance - Group,5060 Tecumseh Rd. East,Suite 326,,N8T 1C1,Windsor,Ontario,Canada,(519) 252-0303,,(519) 974-9078,,N,,,http://www.insuranceservices.ca,info@insuranceservices.ca,,,,5060 Tecumseh Rd. East,Suite 326,,N8T 1C1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2/24/1993,1/1/1981,38900 - David Seeley,Jan-00,,,,,,,,,,,,,,,,,,,,,,,0,,Finance/Insurance,Corporation,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Mr.,David,,Seeley,,Owner,DESIGNATED VOTING REP.,info@insuranceservices.ca,David,,,N,,,Mr.,David,,Seeley,,Owner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,596,
Temporary Directory,Seguin Financial Group Ltd.,Seguin Financial Group Ltd.,Seguin Financial Group Ltd.,2753,Returning Member - Active,Member,Financial Planning Consultants,Org,,2879,11550,,,Y,Financial Planning Consultants,"3200 Deziel Drive, Suite 210",,,N8W 5K8,Windsor,Ontario,Canada,(519) 974-6688,,(519) 974-7192,,N,(888) 713-7788,,http://www.seguinfinancial.com,matt@seguinfinancial.com,,,,"3200 Deziel Drive, Suite 210",,,N8W 5K8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,5/28/2012,1/1/1980,Jack Larmond - 92089,,Feb-14,,,June 25 2012,N,N,N,N,,,,,,,,,,,June 26 2012,,,,0,,Finance/Insurance,Corporation,General,A (1-5 employees),One,,,,,Mr.,Matt,,Seguin,,President,DESIGNATED VOTING REP.,matt@seguinfinancial.com,Matt,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597,
Temporary Directory,Self Employment Assistance Centre,Self Employment Assistance Centre,Self Employment Assistance Centre,5352,Active Branch,Member,Employee Assistance Program,Org,,6591,14264,,,N,,3015 Howard Ave.,Unit 2,,N8X 3Y9,Windsor,Ontario,Canada,(519) 972-7705,,(519) 972-5164,,N,,,http://www.stclaircollege.ca,info@stclaircollege.ca,,,,3015 Howard Ave.,Unit 2,,N8X 3Y9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Government,Corporation,General,Branch,,,,,,Ms.,Karen,,Gill-Gore,,Manager,DESIGNATED VOTING REP.,kgillgore@stclaircollege.ca,,,,N,,,Ms.,Karen,,Gill-Gore,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,598,
Temporary Directory,Serbian Centre,Serbian Centre,Serbian Centre,592,Active,Member,"Banquet, Conference & Meeting Facilities",Org,,241,11296,,,Y,"Banquet, Conference & Meeting Facilities",6770 Tecumseh Road East,,,N8T 1E6,Windsor,Ontario,Canada,(519) 944-4884,,(519) 944-8938,,N,,,http://www.serbiancentre.com,info@serbiancentre.com,,,,6770 Tecumseh Road East,,,N8T 1E6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,58,2,8/1/1988,1/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,1,,Hospitality,Corporation,General,B (6-15 employees),One,,,,,Mr.,Serg,,Pejic,,General Manager,DESIGNATED VOTING REP.,info1@serbiancentre.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599,
Temporary Directory,Serenity Lavender Farm,Serenity Lavender Farm,Serenity Lavender Farm,13969,Active Branch,Member,Lavender Farm,Org,,29838,18349,,,Y,Lavender Farm,130 County Rd. 50 E.,,,N0R 1G0,Colchester,Ontario,Canada,(519) 980-4505,,,,N,,,http://www.serenitylavender.com,suzanne@serenitylavender.com,https://www.facebook.com/SerenityLavender?ref=hl#sthash.CI6x5Wxj.dpuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,12/4/2014,,,,,dues pd by member #5718,,december 15 2014,December 23 2014,,,,"mktg/advertising, networking",,,,,,,,,,december 16 2014,,,,0,,Service sector,Partnership,General,Branch,,,,,,Ms.,Suzanne,,Dajczak,,Owner,Miscellaneous Rep.,admin@workerscomplawyer.ca,Suzanne,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,
Temporary Directory,Sherdil Precision Inc.,Sherdil Precision Inc.,Sherdil Precision Inc.,1917,Active,Member,Rubber Injection Press Manufacturers,Org,,988,11301,,,Y,Rubber Injection Press Manufacturers,447 Silver Creek Ind. Drive,R. R. #1,,N8N 4W2,Tecumseh,Ontario,Canada,(519) 727-4010,,(519) 727-4011,,N,,,http://www.sherdil.com,sales@sherdil.com,,,,447 Silver Creek Ind. Drive,R. R. #1,,N8N 4W2,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,17,2/16/1996,2/8/1993,,,,,,,,,,,,,,,,,,,,,,,,,0,,Manufacturing,Corporation,General,C (16-50 employees),2,Office Supplies,,,,Ms.,Sonya,,Cottrell,,Executive Administrator,DESIGNATED VOTING REP.,sonya@sherdil.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,
Temporary Directory,Shibley Righton LLP,Shibley Righton LLP,Shibley Righton LLP,5346,Active-IBB,Member,Lawyers,Org,,6580,13912,,,Y,Lawyers,"2510 Ouellette Avenue, Suite 301",,,N8X 1L4,Windsor,Ontario,Canada,(519) 969-9844,,(519) 969-8045,,N,(866) 422-7988,,http://www.shibleyrighton.com,admin@shibleyrighton.com,,,,"2510 Ouellette Avenue, Suite 301",,,N8X 1L4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,5,14,10/14/2009,4/1/1964,,,,,Corporation,Oct 26/09,Jan 7/10,,,,,,,,,,,,,,Nov 3/09,,,,0,,Professional,Corporation,General,C (16-50 employees),One,Office Supplies,,,,Mr.,Paul,R,Howard,,"Managing Partner, Windsor",DESIGNATED VOTING REP.,paul.howard@shibleyrighton.com,Paul,,,N,,,Mr.,Paul,R,Howard,,"Managing Partner, Windsor",DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,602,
Temporary Directory,ShopEco,ShopEco,ShopEco,5743,Active,Member,Eco-friendly Lifestyle Products & Gifts,Org,,26074,18045,,,Y,Eco-friendly Lifestyle Products & Gifts,378 Devonshire Road,,,N8Y 2L4,Windsor,Ontario,Canada,(519) 256-0220,,,,N,,,http://www.shopeco.ca,info@shopeco.ca,https://www.facebook.com/ShopEcoCanada,,,378 Devonshire Road,,,N8Y 2L4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,4/15/2013,9/1/2012,96388 - David Seeley,,,,,April 29 2013,,July/August 2013,,,"Marketing/Advertising, Networking",,,,,,,,,,May 1 2013,,,received,0,,Retail - Trade,Sole Proprietor,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Ms.,Debra,,Purdy,,Owner,DESIGNATED VOTING REP.,debra@shopeco.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,
Temporary Directory,ShreeKarma Inc.,ShreeKarma Inc.,ShreeKarma Inc.,3161,Active,Member,Printers,Org,,3397,11791,,,Y,Printers,3595 Walker Road,,,N8W 3S5,Windsor,Ontario,Canada,(519) 250-7999,,(519) 250-7322,,N,,,http://www.windsor.minutemanpress.com,,,,,3595 Walker Road,,,N8W 3S5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,7,9/11/2009,11/5/1979,79923 - John Merwin,9-Oct,,,Corporation,Sep 28/09,Oct 8/09,,20881870,,,,,,,,,,,,Oct 5/09,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,"Group Benefits - Merwin, TD Merchant Services",,,,Mr.,Rohit,,Patel,,,DESIGNATED VOTING REP.,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,
Temporary Directory,Sigma Engineering (Windsor) Inc.,Sigma Engineering (Windsor) Inc.,Sigma Engineering (Windsor) Inc.,3701,Active Branch,Member,Tool & Die,Org,,4033,12393,,,Y,Tool & Die,5101 Ure Street,,,N0R 1L0,Oldcastle,Ontario,Canada,(519) 737-7538,,(519) 737-6132,,N,,,http://www.maxdiegroup.com/Sigma.aspx,,,,,5101 Ure Street,,,N0R 1L0,Oldcastle,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,28,10/21/2002,1/1/1998,,,,Dues included with Manor Tool's membership # 3698,,10/28/2002,10/31/2002,,,,,,,,,,,,,,,,,,0,,Manufacturing,Corporation,General,Branch,One,"Fuel Discounts - Esso, Office Supplies",,,,Mr.,Richard,,Ofner,,Plant Manager,DESIGNATED VOTING REP.,rmofner@sigma.maxdiegroup.com,Richard,,,N,,,Mr.,Richard,,Ofner,,Plant Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,605,
Temporary Directory,1690022 Ontario Limited o/a Silver Tee Golf & Virtual Gaming Centre,Silver Tee Golf & Virtual Gaming Centre,Silver Tee Golf & Virtual Gaming Centre,4558,Active,Member,Golf Range,Org,,5088,13221,,,Y,Golf Range,1360 Highway 3,,,N0R 1L0,Tecumseh,Ontario,Canada,(519) 966-4911,,(519) 974-2713,,N,,,http://www.silverteegolf.com,silverteegolf@gmail.com,,,,5455 Riverside Drive E.,,,N8S 1A5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,4/5/2006,3/16/2006,,,,,corporation,24-Apr-06,27-Apr-06,Jun-06,20905554,,marketing / advertising,networking,,,,,,,,,,,,,0,,Entertainment/Recreation,Corporation,General,A (1-5 employees),One,,,,,Mr.,Jim,,Lengyel,,President,DESIGNATED VOTING REP.,jleng1955@aol.com,Jim,,,N,,,Mr.,Jim,,Lengyel,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,606,
Temporary Directory,Simpson's Fence Ltd.,Simpson's Fence Ltd.,Simpson's Fence Ltd.,4878,Active,Member,Fencing,Org,,5769,13517,,,Y,Fencing,464 Jutras St. North,,,N8N 5C5,Tecumseh,Ontario,Canada,(519) 727-8754,,(519) 727-8759,,N,,,http://www.simpsonsfence.com,aaron@simpsonsfence.com,,,,464 Jutras St. North,,,N8N 5C5,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,7/19/2007,1/1/1950,,,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Mr.,Aaron,,Simpson,,Manager,DESIGNATED VOTING REP.,aaron@simpsonsfence.com,Aaron,,,N,,,Mr.,Aaron,,Simpson,,Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,607,
Temporary Directory,C Smith Physiotherapy Professional Corporation,Smith Physiotherapy Clinic,Smith Physiotherapy Clinic,5242,Active,Member,Physiotherapists,Org,,6256,13811,,,Y,Physiotherapists,832 Lauzon Road,,,N8S 3M5,Windsor,Ontario,Canada,(519) 974-0913,,(519) 974-2176,,N,,,,csmithpt@mnsi.net,,,,832 Lauzon Road,,,N8S 3M5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,6,3/9/2009,3/16/1995,,,,,Corporation,Mar 23/09,,,,,,,,,,,,,,,,,,,0,,Professional,Corporation,General,B (6-15 employees),One,,,,,Mr.,Charles,M,Smith,,Physiotherapist/ Owner,DESIGNATED VOTING REP.,csmithpt@mnsi.net,,,,N,,,Mr.,Charles,M,Smith,,Physiotherapist/ Owner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,608,
